Case ID,Complete Timestamp,Complete Timestamp,Activity,Resource,Variant index,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 3833,2011/3/14 10:34:20,2011/3/14 10:34:20,Take in charge ticket,Value 2,4,Value 1,Value 176,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3833,2011/3/14 10:34:26,2011/3/14 10:34:26,Resolve ticket,Value 2,4,Value 1,Value 176,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3833,2011/4/14 8:40:22,2011/4/14 8:40:22,Closed,Value 5,4,Value 1,Value 176,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3834,2011/12/28 8:13:11,2011/12/28 8:13:11,Assign seriousness,Value 1,1,Value 1,Value 22,Value 2,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3834,2012/1/5 10:07:38,2012/1/5 10:07:38,Take in charge ticket,Value 2,1,Value 1,Value 22,Value 2,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3834,2012/1/27 9:47:15,2012/1/27 9:47:15,Resolve ticket,Value 2,1,Value 1,Value 22,Value 2,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3834,2012/2/11 9:47:23,2012/2/11 9:47:23,Closed,Value 5,1,Value 1,Value 22,Value 2,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3835,2010/10/25 16:15:56,2010/10/25 16:15:56,Assign seriousness,Value 9,208,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3835,2010/10/29 13:42:00,2010/10/29 13:42:00,Assign seriousness,Value 19,208,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3835,2010/10/29 13:43:44,2010/10/29 13:43:44,Take in charge ticket,Value 12,208,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3835,2010/11/4 8:48:02,2010/11/4 8:48:02,Resolve ticket,Value 2,208,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3835,2010/11/4 9:27:27,2010/11/4 9:27:27,Take in charge ticket,Value 2,208,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3835,2010/11/4 15:47:22,2010/11/4 15:47:22,Wait,Value 2,208,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3835,2010/11/15 13:59:53,2010/11/15 13:59:53,Take in charge ticket,Value 2,208,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3835,2010/11/15 16:03:22,2010/11/15 16:03:22,Resolve ticket,Value 2,208,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3835,2010/11/16 11:05:52,2010/11/16 11:05:52,Take in charge ticket,Value 2,208,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3835,2010/11/16 11:05:59,2010/11/16 11:05:59,Wait,Value 2,208,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3835,2010/11/18 9:51:21,2010/11/18 9:51:21,Take in charge ticket,Value 2,208,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3835,2010/11/19 16:26:13,2010/11/19 16:26:13,Resolve ticket,Value 2,208,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3835,2010/12/4 16:26:35,2010/12/4 16:26:35,Closed,Value 5,208,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3836,2011/3/10 11:43:24,2011/3/10 11:43:24,Assign seriousness,Value 8,1,Value 1,Value 92,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 3836,2011/3/10 11:44:08,2011/3/10 11:44:08,Take in charge ticket,Value 8,1,Value 1,Value 92,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 3836,2011/3/10 15:41:57,2011/3/10 15:41:57,Resolve ticket,Value 16,1,Value 1,Value 92,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 3836,2011/4/12 10:52:18,2011/4/12 10:52:18,Closed,Value 5,1,Value 1,Value 92,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 3837,2010/5/4 7:07:55,2010/5/4 7:07:55,Assign seriousness,Value 2,24,Value 1,Value 18,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3837,2010/5/7 14:58:36,2010/5/7 14:58:36,Wait,Value 12,24,Value 1,Value 18,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3837,2010/5/19 16:51:06,2010/5/19 16:51:06,Take in charge ticket,Value 2,24,Value 1,Value 18,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3837,2010/5/28 8:17:28,2010/5/28 8:17:28,Resolve ticket,Value 2,24,Value 1,Value 18,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3837,2010/6/27 8:17:48,2010/6/27 8:17:48,Closed,Value 5,24,Value 1,Value 18,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3838,2011/4/5 12:46:10,2011/4/5 12:46:10,Assign seriousness,Value 8,1,Value 1,Value 43,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3838,2011/4/5 12:46:34,2011/4/5 12:46:34,Take in charge ticket,Value 8,1,Value 1,Value 43,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3838,2011/4/5 13:28:45,2011/4/5 13:28:45,Resolve ticket,Value 8,1,Value 1,Value 43,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3838,2011/5/8 12:50:17,2011/5/8 12:50:17,Closed,Value 5,1,Value 1,Value 43,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3839,2011/10/26 9:00:07,2011/10/26 9:00:07,Create SW anomaly,Value 13,209,Value 1,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3839,2011/10/27 8:06:22,2011/10/27 8:06:22,Resolve SW anomaly,Value 13,209,Value 1,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3839,2011/11/29 16:45:06,2011/11/29 16:45:06,Resolve ticket,Value 2,209,Value 1,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3839,2011/12/22 8:50:35,2011/12/22 8:50:35,Closed,Value 5,209,Value 1,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3840,2010/7/26 7:58:41,2010/7/26 7:58:41,Assign seriousness,Value 2,1,Value 1,Value 5,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3840,2010/7/26 13:04:04,2010/7/26 13:04:04,Take in charge ticket,Value 2,1,Value 1,Value 5,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3840,2010/7/26 13:05:43,2010/7/26 13:05:43,Resolve ticket,Value 2,1,Value 1,Value 5,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3840,2010/9/17 8:00:57,2010/9/17 8:00:57,Closed,Value 5,1,Value 1,Value 5,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3841,2011/1/3 8:22:59,2011/1/3 8:22:59,Assign seriousness,Value 8,13,Value 1,Value 163,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3841,2011/1/10 10:35:25,2011/1/10 10:35:25,Assign seriousness,Value 2,13,Value 1,Value 163,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3841,2011/1/10 10:35:33,2011/1/10 10:35:33,Take in charge ticket,Value 2,13,Value 1,Value 163,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3841,2011/1/11 11:16:12,2011/1/11 11:16:12,Wait,Value 9,13,Value 1,Value 163,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3841,2011/1/25 13:31:30,2011/1/25 13:31:30,Take in charge ticket,Value 9,13,Value 1,Value 163,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3841,2011/1/25 13:31:38,2011/1/25 13:31:38,Resolve ticket,Value 9,13,Value 1,Value 163,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3841,2011/2/9 13:31:50,2011/2/9 13:31:50,Closed,Value 5,13,Value 1,Value 163,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3842,2012/3/16 16:23:26,2012/3/16 16:23:26,Assign seriousness,Value 1,1,Value 1,Value 74,Value 11,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3842,2012/3/16 16:28:48,2012/3/16 16:28:48,Take in charge ticket,Value 13,1,Value 1,Value 74,Value 11,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3842,2012/3/20 11:42:43,2012/3/20 11:42:43,Resolve ticket,Value 13,1,Value 1,Value 74,Value 11,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3842,2012/5/3 15:30:32,2012/5/3 15:30:32,Closed,Value 5,1,Value 1,Value 74,Value 11,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3843,2011/6/16 9:54:12,2011/6/16 9:54:12,Assign seriousness,Value 8,1,Value 1,Value 216,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3843,2011/6/16 9:54:32,2011/6/16 9:54:32,Take in charge ticket,Value 8,1,Value 1,Value 216,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3843,2011/6/16 9:54:43,2011/6/16 9:54:43,Resolve ticket,Value 8,1,Value 1,Value 216,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3843,2011/7/21 10:00:31,2011/7/21 10:00:31,Closed,Value 5,1,Value 1,Value 216,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3844,2012/8/2 9:04:08,2012/8/2 9:04:08,Assign seriousness,Value 13,1,Value 1,Value 43,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3844,2012/8/2 12:49:07,2012/8/2 12:49:07,Take in charge ticket,Value 10,1,Value 1,Value 43,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3844,2012/8/2 12:56:43,2012/8/2 12:56:43,Resolve ticket,Value 10,1,Value 1,Value 43,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3844,2012/9/7 9:10:30,2012/9/7 9:10:30,Closed,Value 5,1,Value 1,Value 43,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3845,2012/2/24 15:38:13,2012/2/24 15:38:13,Assign seriousness,Value 1,6,Value 1,Value 246,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3845,2012/2/24 15:38:23,2012/2/24 15:38:23,Take in charge ticket,Value 1,6,Value 1,Value 246,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3845,2012/3/1 12:06:30,2012/3/1 12:06:30,Resolve ticket,Value 13,6,Value 1,Value 246,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3845,2012/3/1 12:06:31,2012/3/1 12:06:31,Resolve ticket,Value 13,6,Value 1,Value 246,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3845,2012/3/28 14:40:22,2012/3/28 14:40:22,Closed,Value 5,6,Value 1,Value 246,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3846,2011/12/19 16:53:57,2011/12/19 16:53:57,Assign seriousness,Value 1,2,Value 1,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3846,2011/12/20 14:48:13,2011/12/20 14:48:13,Take in charge ticket,Value 2,2,Value 1,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3846,2011/12/20 16:28:54,2011/12/20 16:28:54,Wait,Value 2,2,Value 1,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3846,2012/1/10 11:08:29,2012/1/10 11:08:29,Resolve ticket,Value 2,2,Value 1,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3846,2012/1/25 11:08:45,2012/1/25 11:08:45,Closed,Value 5,2,Value 1,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3847,2012/5/21 13:56:44,2012/5/21 13:56:44,Assign seriousness,Value 4,2,Value 1,Value 40,Value 2,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3847,2012/5/22 9:49:04,2012/5/22 9:49:04,Take in charge ticket,Value 9,2,Value 1,Value 40,Value 2,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3847,2012/5/22 14:46:51,2012/5/22 14:46:51,Wait,Value 9,2,Value 1,Value 40,Value 2,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3847,2012/5/23 8:10:52,2012/5/23 8:10:52,Resolve ticket,Value 9,2,Value 1,Value 40,Value 2,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3847,2012/6/29 7:30:36,2012/6/29 7:30:36,Closed,Value 5,2,Value 1,Value 40,Value 2,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3848,2011/6/1 14:08:40,2011/6/1 14:08:40,Assign seriousness,Value 8,3,Value 1,Value 142,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 3848,2011/6/1 14:09:03,2011/6/1 14:09:03,Take in charge ticket,Value 8,3,Value 1,Value 142,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 3848,2011/6/1 14:40:09,2011/6/1 14:40:09,Wait,Value 8,3,Value 1,Value 142,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 3848,2011/6/15 8:36:55,2011/6/15 8:36:55,Take in charge ticket,Value 8,3,Value 1,Value 142,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 3848,2011/6/15 8:37:03,2011/6/15 8:37:03,Resolve ticket,Value 8,3,Value 1,Value 142,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 3848,2011/7/15 8:37:18,2011/7/15 8:37:18,Closed,Value 5,3,Value 1,Value 142,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
Case 3849,2010/2/9 16:10:28,2010/2/9 16:10:28,Assign seriousness,Value 2,6,Value 1,Value 319,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case 3849,2010/3/19 8:41:33,2010/3/19 8:41:33,Take in charge ticket,Value 2,6,Value 1,Value 319,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case 3849,2010/3/19 8:41:38,2010/3/19 8:41:38,Resolve ticket,Value 2,6,Value 1,Value 319,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case 3849,2010/3/19 8:51:04,2010/3/19 8:51:04,Resolve ticket,Value 2,6,Value 1,Value 319,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case 3849,2010/4/3 7:51:11,2010/4/3 7:51:11,Closed,Value 5,6,Value 1,Value 319,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case 3850,2010/5/26 15:06:56,2010/5/26 15:06:56,Assign seriousness,Value 15,1,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3850,2010/5/27 12:39:45,2010/5/27 12:39:45,Take in charge ticket,Value 2,1,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3850,2010/5/28 8:16:23,2010/5/28 8:16:23,Resolve ticket,Value 2,1,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3850,2010/6/29 15:11:12,2010/6/29 15:11:12,Closed,Value 5,1,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3851,2011/8/23 7:51:12,2011/8/23 7:51:12,Assign seriousness,Value 13,1,Value 1,Value 353,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case 3851,2011/8/24 13:58:37,2011/8/24 13:58:37,Take in charge ticket,Value 13,1,Value 1,Value 353,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case 3851,2011/8/26 9:28:47,2011/8/26 9:28:47,Resolve ticket,Value 13,1,Value 1,Value 353,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case 3851,2011/10/5 8:00:29,2011/10/5 8:00:29,Closed,Value 5,1,Value 1,Value 353,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case 3852,2010/4/23 9:31:20,2010/4/23 9:31:20,Assign seriousness,Value 2,1,Value 1,Value 34,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3852,2010/5/17 14:39:38,2010/5/17 14:39:38,Take in charge ticket,Value 2,1,Value 1,Value 34,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3852,2010/5/17 14:40:59,2010/5/17 14:40:59,Resolve ticket,Value 2,1,Value 1,Value 34,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3852,2010/6/16 14:41:29,2010/6/16 14:41:29,Closed,Value 5,1,Value 1,Value 34,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3853,2012/1/18 10:25:49,2012/1/18 10:25:49,Assign seriousness,Value 1,1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3853,2012/1/19 8:02:17,2012/1/19 8:02:17,Take in charge ticket,Value 6,1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3853,2012/1/19 8:06:35,2012/1/19 8:06:35,Resolve ticket,Value 6,1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3853,2012/3/17 10:31:00,2012/3/17 10:31:00,Closed,Value 5,1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3854,2012/6/8 7:35:33,2012/6/8 7:35:33,Assign seriousness,Value 1,5,Value 1,Value 266,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3854,2012/6/8 10:31:08,2012/6/8 10:31:08,Resolve ticket,Value 1,5,Value 1,Value 266,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3854,2012/7/13 7:41:19,2012/7/13 7:41:19,Closed,Value 5,5,Value 1,Value 266,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3855,2011/3/21 8:31:31,2011/3/21 8:31:31,Assign seriousness,Value 8,1,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 4
Case 3855,2011/3/22 15:40:35,2011/3/22 15:40:35,Take in charge ticket,Value 17,1,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 4
Case 3855,2011/3/24 15:23:05,2011/3/24 15:23:05,Resolve ticket,Value 17,1,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 4
Case 3855,2011/4/27 7:41:50,2011/4/27 7:41:50,Closed,Value 5,1,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 4
Case 3856,2010/9/3 9:11:07,2010/9/3 9:11:07,Insert ticket,Value 7,7,Value 1,Value 127,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3856,2010/9/3 12:30:50,2010/9/3 12:30:50,Assign seriousness,Value 2,7,Value 1,Value 127,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3856,2010/9/13 13:14:24,2010/9/13 13:14:24,Take in charge ticket,Value 2,7,Value 1,Value 127,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3856,2010/9/13 13:15:01,2010/9/13 13:15:01,Resolve ticket,Value 2,7,Value 1,Value 127,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3856,2010/10/28 13:15:33,2010/10/28 13:15:33,Closed,Value 5,7,Value 1,Value 127,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3857,2013/11/12 8:34:25,2013/11/12 8:34:25,Assign seriousness,Value 1,2,Value 1,Value 124,Value 6,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3857,2013/11/13 13:25:58,2013/11/13 13:25:58,Take in charge ticket,Value 2,2,Value 1,Value 124,Value 6,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3857,2013/11/13 13:28:39,2013/11/13 13:28:39,Wait,Value 2,2,Value 1,Value 124,Value 6,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3857,2013/12/19 10:08:02,2013/12/19 10:08:02,Resolve ticket,Value 2,2,Value 1,Value 124,Value 6,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3857,2014/1/3 10:08:18,2014/1/3 10:08:18,Closed,Value 3,2,Value 1,Value 124,Value 6,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3858,2010/9/16 16:34:59,2010/9/16 16:34:59,Assign seriousness,Value 14,1,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3858,2010/9/16 16:35:12,2010/9/16 16:35:12,Take in charge ticket,Value 14,1,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3858,2010/9/16 16:35:25,2010/9/16 16:35:25,Resolve ticket,Value 14,1,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3858,2010/10/30 16:00:56,2010/10/30 16:00:56,Closed,Value 5,1,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3859,2012/5/22 9:47:19,2012/5/22 9:47:19,Assign seriousness,Value 4,1,Value 1,Value 97,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 3859,2012/5/22 14:20:17,2012/5/22 14:20:17,Take in charge ticket,Value 4,1,Value 1,Value 97,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3859,2012/5/23 12:08:01,2012/5/23 12:08:01,Resolve ticket,Value 4,1,Value 1,Value 97,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3859,2012/7/5 9:51:27,2012/7/5 9:51:27,Closed,Value 5,1,Value 1,Value 97,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3860,2011/12/19 8:27:50,2011/12/19 8:27:50,Take in charge ticket,Value 2,11,Value 1,Value 374,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3860,2011/12/19 8:36:01,2011/12/19 8:36:01,Resolve ticket,Value 2,11,Value 1,Value 374,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3860,2012/2/1 14:41:03,2012/2/1 14:41:03,Closed,Value 5,11,Value 1,Value 374,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3861,2012/1/19 9:59:45,2012/1/19 9:59:45,Assign seriousness,Value 9,2,Value 1,Value 81,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3861,2012/1/19 10:39:09,2012/1/19 10:39:09,Take in charge ticket,Value 9,2,Value 1,Value 81,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3861,2012/1/26 16:35:54,2012/1/26 16:35:54,Wait,Value 9,2,Value 1,Value 81,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3861,2012/1/26 16:45:03,2012/1/26 16:45:03,Resolve ticket,Value 9,2,Value 1,Value 81,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3861,2012/2/21 10:10:44,2012/2/21 10:10:44,Closed,Value 5,2,Value 1,Value 81,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3862,2012/7/9 9:04:31,2012/7/9 9:04:31,Assign seriousness,Value 1,1,Value 1,Value 3,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3862,2012/7/9 9:04:40,2012/7/9 9:04:40,Take in charge ticket,Value 1,1,Value 1,Value 3,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3862,2012/7/10 8:59:17,2012/7/10 8:59:17,Resolve ticket,Value 1,1,Value 1,Value 3,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3862,2012/8/9 9:10:18,2012/8/9 9:10:18,Closed,Value 5,1,Value 1,Value 3,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3863,2010/4/26 10:44:47,2010/4/26 10:44:47,Assign seriousness,Value 2,1,Value 1,Value 208,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3863,2010/4/26 10:45:07,2010/4/26 10:45:07,Take in charge ticket,Value 2,1,Value 1,Value 208,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3863,2010/4/26 10:45:13,2010/4/26 10:45:13,Resolve ticket,Value 2,1,Value 1,Value 208,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3863,2010/5/27 10:50:30,2010/5/27 10:50:30,Closed,Value 5,1,Value 1,Value 208,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3864,2012/8/31 15:10:58,2012/8/31 15:10:58,Assign seriousness,Value 2,1,Value 1,Value 13,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3864,2012/10/1 10:53:35,2012/10/1 10:53:35,Take in charge ticket,Value 13,1,Value 1,Value 13,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3864,2012/10/12 15:00:16,2012/10/12 15:00:16,Resolve ticket,Value 13,1,Value 1,Value 13,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3864,2012/10/27 15:00:32,2012/10/27 15:00:32,Closed,Value 3,1,Value 1,Value 13,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3865,2012/10/22 15:50:53,2012/10/22 15:50:53,Assign seriousness,Value 4,10,Value 1,Value 98,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3865,2012/10/26 9:15:51,2012/10/26 9:15:51,Take in charge ticket,Value 2,10,Value 1,Value 98,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3865,2012/10/30 8:13:19,2012/10/30 8:13:19,Require upgrade,Value 2,10,Value 1,Value 98,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3865,2012/11/30 9:12:33,2012/11/30 9:12:33,Resolve ticket,Value 2,10,Value 1,Value 98,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3865,2012/12/15 9:12:55,2012/12/15 9:12:55,Closed,Value 3,10,Value 1,Value 98,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
