Case ID,Start Timestamp,Complete Timestamp,Activity,Resource,Work Order  Qty,Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework
Case 49,2012/3/1 7:19:00,2012/3/1 16:00:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,7,Ballnut,ID0997,S,0,0,0,
Case 49,2012/3/1 15:05:00,2012/3/1 16:10:00,Turning & Milling Q.C.,Quality Check 1,7,Ballnut,ID4163,S,0,0,0,
Case 49,2012/3/2 8:32:00,2012/3/2 11:35:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,7,Ballnut,ID0997,D,6,0,0,
Case 49,2012/3/4 0:00:00,2012/3/4 1:15:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,7,Ballnut,ID0937,D,0,1,0,
Case 49,2012/3/4 9:46:00,2012/3/4 11:37:00,Turning & Milling Q.C.,Quality Check 1,7,Ballnut,ID4618,D,6,0,0,
Case 49,2012/3/8 22:55:00,2012/3/8 23:35:00,Flat Grinding - Machine 11,Machine 11 - Grinding,7,Ballnut,ID4872,D,6,0,0,
Case 49,2012/3/9 11:00:00,2012/3/9 12:57:00,Turning & Milling Q.C.,Quality Check 1,7,Ballnut,ID4618,D,0,0,0,
Case 49,2012/3/15 11:58:00,2012/3/15 12:23:00,Laser Marking - Machine 7,Machine 7- Laser Marking,7,Ballnut,ID0998,D,6,0,0,
Case 49,2012/3/15 14:31:00,2012/3/15 15:46:00,Lapping - Machine 1,Machine 1 - Lapping,7,Ballnut,ID0998,D,6,0,0,
Case 49,2012/3/16 0:00:00,2012/3/16 1:00:00,Packing,Packing,7,Ballnut,ID4820,D,6,0,0,
Case 49,2012/3/16 8:00:00,2012/3/16 8:33:00,Final Inspection Q.C.,Quality Check 1,7,Ballnut,ID4618,D,6,0,0,
Case 5,2012/3/30 6:17:00,2012/3/30 11:14:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,15,Bearing,ID0997,S,0,0,0,
Case 5,2012/3/30 11:14:00,2012/3/30 11:43:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,15,Bearing,ID0997,D,8,0,0,
Case 50,2012/3/2 11:35:00,2012/3/2 11:36:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,9,Ballnut,ID0997,S,0,0,0,
Case 50,2012/3/2 11:36:00,2012/3/2 12:29:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,9,Ballnut,ID0997,S,0,0,0,
Case 50,2012/3/4 20:20:00,2012/3/5 2:08:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,9,Ballnut,ID0997,S,0,0,0,
Case 50,2012/3/5 2:09:00,2012/3/5 4:35:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,9,Ballnut,ID0997,D,9,0,0,
Case 50,2012/3/5 8:21:00,2012/3/5 11:09:00,Turning & Milling Q.C.,Quality Check 1,9,Ballnut,ID4618,D,9,0,0,
Case 50,2012/3/16 9:24:00,2012/3/16 10:39:00,Laser Marking - Machine 7,Machine 7- Laser Marking,9,Ballnut,ID0998,D,9,0,0,
Case 50,2012/3/16 9:24:00,2012/3/16 9:24:00,Lapping - Machine 1,Machine 1 - Lapping,9,Ballnut,ID0998,D,9,0,0,
Case 50,2012/3/19 0:00:00,2012/3/19 1:00:00,Packing,Packing,9,Ballnut,ID4820,D,7,0,0,
Case 50,2012/3/19 7:34:00,2012/3/19 9:56:00,Final Inspection Q.C.,Quality Check 1,9,Ballnut,ID4618,D,7,0,0,
Case 52,2012/2/9 5:09:00,2012/2/9 6:36:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,75,Ballnut,ID0997,D,13,0,0,
Case 52,2012/2/21 13:28:00,2012/2/21 15:38:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,75,Ballnut,ID4219,S,0,0,0,
Case 52,2012/2/21 15:39:00,2012/2/21 17:11:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,75,Ballnut,ID4219,B,0,0,0,
Case 52,2012/2/21 17:11:00,2012/2/21 17:58:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,75,Ballnut,ID4219,S,0,0,0,
Case 52,2012/2/22 6:52:00,2012/2/22 9:19:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,75,Ballnut,ID4219,S,1,0,0,
Case 52,2012/2/22 9:20:00,2012/2/22 9:42:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,75,Ballnut,ID4219,B,0,0,0,
Case 52,2012/2/22 9:42:00,2012/2/22 18:02:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,75,Ballnut,ID4219,D,43,0,0,
Case 52,2012/2/23 6:49:00,2012/2/23 10:43:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,75,Ballnut,ID4219,D,18,0,0,
Case 52,2012/2/24 10:31:00,2012/2/24 11:46:00,Turning & Milling Q.C.,Quality Check 1,75,Ballnut,ID4618,D,75,0,0,
Case 52,2012/2/24 10:33:00,2012/2/24 12:08:00,Flat Grinding - Machine 11,Machine 11 - Grinding,75,Ballnut,ID4882,D,75,0,0,
Case 52,2012/2/26 6:51:00,2012/2/26 6:52:00,Laser Marking - Machine 7,Machine 7- Laser Marking,75,Ballnut,ID4882,D,0,0,0,
Case 52,2012/2/26 10:41:00,2012/2/26 11:21:00,Laser Marking - Machine 7,Machine 7- Laser Marking,75,Ballnut,ID4882,D,75,0,0,
Case 52,2012/2/26 15:53:00,2012/2/26 18:01:00,Final Inspection Q.C.,Quality Check 1,75,Ballnut,ID4618,D,0,0,0,
Case 52,2012/2/27 14:14:00,2012/2/27 14:15:00,Final Inspection Q.C.,Quality Check 1,75,Ballnut,ID4618,D,75,0,0,
Case 52,2012/2/28 0:00:00,2012/2/28 1:00:00,Packing,Packing,75,Ballnut,ID4820,D,42,0,0,
Case 52,2012/2/29 0:00:00,2012/2/29 1:00:00,Packing,Packing,75,Ballnut,ID4820,D,33,0,0,
Case 53,2012/3/14 13:50:00,2012/3/14 15:56:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,10,Wheel,ID0997,S,0,0,0,
Case 53,2012/3/14 16:24:00,2012/3/14 17:32:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,10,Wheel,ID4219,S,0,0,0,
Case 53,2012/3/14 17:33:00,2012/3/14 18:52:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,10,Wheel,ID4219,B,0,0,0,
Case 53,2012/3/14 18:53:00,2012/3/14 20:53:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,10,Wheel,ID4219,S,1,0,0,
Case 53,2012/3/14 20:54:00,2012/3/14 22:39:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,10,Wheel,ID4219,D,9,0,0,
Case 53,2012/3/14 22:39:00,2012/3/15 2:26:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,10,Wheel,ID4219,S,0,0,0,
Case 53,2012/3/15 7:00:00,2012/3/15 8:00:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,10,Wheel,ID0997,S,0,0,0,
Case 53,2012/3/15 7:00:00,2012/3/15 8:00:00,Turning & Milling Q.C.,Quality Check 1,10,Wheel,ID4287,D,0,0,0,
Case 53,2012/3/15 8:00:00,2012/3/15 11:30:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,10,Wheel,ID0997,D,9,0,0,
Case 53,2012/3/15 13:20:00,2012/3/15 13:31:00,Turning & Milling Q.C.,Quality Check 1,10,Wheel,ID4287,D,9,1,0,
Case 53,2012/3/16 8:00:00,2012/3/16 9:08:00,Turning & Milling Q.C.,Quality Check 1,10,Wheel,ID4287,D,9,0,0,
Case 53,2012/3/19 9:39:00,2012/3/19 11:21:00,Laser Marking - Machine 7,Machine 7- Laser Marking,10,Wheel,ID0998,D,9,0,0,
Case 53,2012/3/20 17:20:00,2012/3/20 17:21:00,Flat Grinding - Machine 11,Machine 11 - Grinding,10,Wheel,ID0998,D,9,0,0,
Case 53,2012/3/21 16:35:00,2012/3/21 17:45:00,Round Grinding - Machine 12,Machine 12 - Grinding,10,Wheel,ID0998,S,0,0,0,
Case 53,2012/3/21 18:30:00,2012/3/21 20:21:00,Round Grinding - Machine 12,Machine 12 - Grinding,10,Wheel,ID4872,D,9,0,0,
Case 53,2012/3/22 10:30:00,2012/3/22 13:30:00,Final Inspection Q.C.,Quality Check 1,10,Wheel,ID4287,D,0,0,0,
Case 53,2012/3/23 10:30:00,2012/3/23 10:44:00,Final Inspection Q.C.,Quality Check 1,10,Wheel,ID4287,D,9,0,0,
Case 53,2012/3/25 0:00:00,2012/3/25 1:00:00,Packing,Packing,10,Wheel,ID4491,D,9,0,0,
Case 54,2012/3/18 9:24:00,2012/3/18 16:10:00,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,24,Ballnut,ID4429,S,0,0,0,
Case 54,2012/3/18 20:08:00,2012/3/18 23:46:00,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,24,Ballnut,ID4167,S,0,0,0,
Case 54,2012/3/19 7:32:00,2012/3/19 8:17:00,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,24,Ballnut,ID4932,S,0,0,0,
Case 54,2012/3/19 9:37:00,2012/3/19 16:04:00,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,24,Ballnut,ID4932,D,11,0,0,
Case 54,2012/3/19 12:39:00,2012/3/19 13:38:00,Turning & Milling Q.C.,Quality Check 1,24,Ballnut,ID4287,S,0,0,0,
Case 54,2012/3/19 16:05:00,2012/3/19 22:59:00,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,24,Ballnut,ID4167,D,13,0,0,
Case 54,2012/3/20 7:00:00,2012/3/20 7:15:00,Turning & Milling Q.C.,Quality Check 1,24,Ballnut,ID4287,D,0,3,0,
Case 54,2012/3/20 13:50:00,2012/3/20 14:50:00,Flat Grinding - Machine 11,Machine 11 - Grinding,24,Ballnut,ID0998,D,0,0,0,
Case 54,2012/3/20 14:51:00,2012/3/20 16:06:00,Flat Grinding - Machine 11,Machine 11 - Grinding,24,Ballnut,ID0998,D,0,0,0,
Case 54,2012/3/20 16:30:00,2012/3/20 17:19:00,Turning & Milling Q.C.,Quality Check 1,24,Ballnut,ID4287,D,21,0,0,
Case 54,2012/3/20 17:20:00,2012/3/20 18:00:00,Final Inspection Q.C.,Quality Check 1,24,Ballnut,ID4287,S,0,0,0,
Case 54,2012/3/20 17:22:00,2012/3/20 17:23:00,Flat Grinding - Machine 11,Machine 11 - Grinding,24,Ballnut,ID0998,D,21,0,0,
Case 54,2012/3/20 17:23:00,2012/3/20 18:38:00,Lapping - Machine 1,Machine 1 - Lapping,24,Ballnut,ID0998,D,21,0,0,
Case 54,2012/3/20 18:02:00,2012/3/20 18:03:00,Laser Marking - Machine 7,Machine 7- Laser Marking,24,Ballnut,ID0998,D,21,0,0,
Case 54,2012/3/22 0:00:00,2012/3/22 1:00:00,Packing,Packing,24,Ballnut,ID4820,D,21,0,0,
Case 54,2012/3/22 9:07:00,2012/3/22 9:30:00,Final Inspection Q.C.,Quality Check 1,24,Ballnut,ID4287,D,21,0,0,
Case 55,2012/2/9 14:27:00,2012/2/9 17:48:00,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,70,Bearing,ID4132,S,1,0,0,
Case 55,2012/2/9 20:13:00,2012/2/9 21:22:00,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,70,Bearing,ID4641,S,0,0,0,
Case 55,2012/2/9 21:22:00,2012/2/10 6:44:00,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,70,Bearing,ID4641,D,11,0,0,
Case 55,2012/2/10 6:59:00,2012/2/10 7:30:00,Turning & Milling Q.C.,Quality Check 1,70,Bearing,ID4287,D,0,0,0,
Case 55,2012/2/10 7:12:00,2012/2/10 12:53:00,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,70,Bearing,ID3846,D,10,0,0,
Case 55,2012/2/11 22:05:00,2012/2/12 6:37:00,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,70,Bearing,ID4132,D,15,0,0,
Case 55,2012/2/12 6:58:00,2012/2/12 7:27:00,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,70,Bearing,ID4641,D,1,0,0,
Case 55,2012/2/12 9:04:00,2012/2/12 15:59:00,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,70,Bearing,ID3846,D,13,0,0,
Case 55,2012/2/12 16:06:00,2012/2/12 22:44:00,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,70,Bearing,ID4132,D,9,0,0,
Case 55,2012/2/19 9:00:00,2012/2/19 10:30:00,Turning & Milling Q.C.,Quality Check 1,70,Bearing,ID4287,D,60,0,0,
Case 55,2012/2/20 9:49:00,2012/2/20 10:38:00,Laser Marking - Machine 7,Machine 7- Laser Marking,70,Bearing,ID4882,D,60,0,0,
Case 55,2012/2/21 0:00:00,2012/2/21 1:15:00,Flat Grinding - Machine 11,Machine 11 - Grinding,70,Bearing,ID4882,D,0,0,0,
Case 55,2012/2/21 9:03:00,2012/2/21 12:13:00,Flat Grinding - Machine 11,Machine 11 - Grinding,70,Bearing,ID4882,D,60,0,0,
Case 55,2012/2/22 0:00:00,2012/2/22 1:15:00,Lapping - Machine 1,Machine 1 - Lapping,70,Bearing,ID4882,D,0,0,0,
Case 55,2012/2/22 9:07:00,2012/2/22 10:37:00,Lapping - Machine 1,Machine 1 - Lapping,70,Bearing,ID4882,D,60,0,0,
Case 55,2012/2/23 10:21:00,2012/2/23 11:21:00,Final Inspection Q.C.,Quality Check 1,70,Bearing,ID4493,D,60,0,0,
Case 55,2012/2/24 0:00:00,2012/2/24 1:00:00,Packing,Packing,70,Bearing,ID4820,D,60,0,0,
Case 55,2012/3/19 0:00:00,2012/3/19 1:15:00,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,70,Bearing,ID0937,D,0,10,0,
Case 56,2012/3/6 7:40:00,2012/3/6 9:09:00,Turning - Machine 8,Machine 8 - Turning & Milling,24,Spur Gear,ID4219,B,0,0,0,
Case 56,2012/3/7 22:06:00,2012/3/8 2:08:00,Turning - Machine 8,Machine 8 - Turning & Milling,24,Spur Gear,ID0997,S,0,0,0,
Case 56,2012/3/8 0:00:00,2012/3/8 1:00:00,Packing,Packing,24,Spur Gear,ID4820,D,24,0,0,
Case 56,2012/3/8 2:08:00,2012/3/8 4:18:00,Turning - Machine 8,Machine 8 - Turning & Milling,24,Spur Gear,ID0997,D,24,0,0,
Case 56,2012/3/8 7:12:00,2012/3/8 7:46:00,Turning Q.C.,Quality Check 1,24,Spur Gear,ID4618,D,24,0,0,
Case 56,2012/3/8 10:12:00,2012/3/8 11:25:00,Lapping - Machine 1,Machine 1 - Lapping,24,Spur Gear,ID0998,D,24,0,0,
Case 56,2012/3/8 11:26:00,2012/3/8 11:44:00,Laser Marking - Machine 7,Machine 7- Laser Marking,24,Spur Gear,ID0998,D,24,0,0,
Case 56,2012/3/8 11:30:00,2012/3/8 12:19:00,Final Inspection Q.C.,Quality Check 1,24,Spur Gear,ID4618,D,24,0,0,
Case 58,2012/2/9 10:49:00,2012/2/9 11:16:00,Round Grinding - Manual,Machine 27 - Grinding,28,Adjusting Nut,ID4528,S,0,0,0,
Case 58,2012/2/9 12:28:00,2012/2/9 13:37:00,Round Grinding - Manual,Machine 27 - Grinding,28,Adjusting Nut,ID4528,S,0,0,0,
Case 58,2012/2/9 16:02:00,2012/2/9 18:14:00,Round Grinding - Manual,Machine 27 - Grinding,28,Adjusting Nut,ID4872,D,10,0,0,
Case 58,2012/2/11 23:14:00,2012/2/12 6:12:00,Round Grinding - Manual,Machine 27 - Grinding,28,Adjusting Nut,ID4528,D,18,0,0,
Case 58,2012/2/19 6:50:00,2012/2/19 15:11:00,Final Inspection Q.C.,Quality Check 1,28,Adjusting Nut,ID4618,D,28,0,0,
Case 58,2012/2/19 15:09:00,2012/2/19 16:24:00,Laser Marking - Machine 7,Machine 7- Laser Marking,28,Adjusting Nut,ID0998,D,28,0,0,
Case 58,2012/2/20 0:00:00,2012/2/20 1:00:00,Packing,Packing,28,Adjusting Nut,ID4820,D,28,0,0,
Case 59,2012/3/18 9:47:00,2012/3/18 15:54:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,10,Ballnut,ID4794,S,2,0,0,
Case 59,2012/3/18 16:11:00,2012/3/18 17:59:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,10,Ballnut,ID4429,D,7,0,0,
Case 59,2012/3/18 20:21:00,2012/3/18 21:18:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,10,Ballnut,ID4529,D,1,0,0,
Case 59,2012/3/21 9:20:00,2012/3/21 10:10:00,Turning & Milling Q.C.,Quality Check 1,10,Ballnut,ID4618,D,7,0,0,
Case 59,2012/3/21 14:51:00,2012/3/21 14:56:00,Laser Marking - Machine 7,Machine 7- Laser Marking,10,Ballnut,ID4718,D,7,0,0,
Case 59,2012/3/21 16:57:00,2012/3/21 17:35:00,Lapping - Machine 1,Machine 1 - Lapping,10,Ballnut,ID0420,D,7,0,0,
Case 59,2012/3/22 0:00:00,2012/3/22 1:00:00,Packing,Packing,10,Ballnut,ID4820,D,7,0,0,
Case 59,2012/3/22 9:27:00,2012/3/22 11:08:00,Final Inspection Q.C.,Quality Check 1,10,Ballnut,ID4618,D,7,0,0,
Case 59,2012/3/23 12:18:00,2012/3/23 13:33:00,Turning & Milling Q.C.,Quality Check 1,10,Ballnut,ID4618,D,0,3,0,
Case 6,2012/2/6 5:00:00,2012/2/6 6:30:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,73,Bearing,ID0997,S,1,0,0,
Case 6,2012/2/6 6:12:00,2012/2/6 6:36:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,73,Bearing,ID0997,S,0,0,0,
Case 6,2012/2/7 12:40:00,2012/2/7 15:43:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,73,Bearing,ID4219,S,0,0,0,
Case 6,2012/2/7 16:00:00,2012/2/7 18:52:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,73,Bearing,ID4219,S,1,0,0,
Case 6,2012/2/7 20:27:00,2012/2/8 3:38:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,73,Bearing,ID0997,S,0,0,0,
Case 6,2012/2/8 3:39:00,2012/2/8 6:44:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,73,Bearing,ID0997,D,27,0,0,
Case 6,2012/2/8 6:50:00,2012/2/8 7:06:00,Turning & Milling Q.C.,Quality Check 1,73,Bearing,ID4618,D,0,0,0,
Case 6,2012/2/8 6:50:00,2012/2/8 14:44:00,Turning & Milling Q.C.,Quality Check 1,73,Bearing,ID4618,D,0,0,0,
Case 6,2012/2/8 7:00:00,2012/2/8 18:03:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,73,Bearing,ID4219,D,33,0,0,
Case 6,2012/2/8 20:39:00,2012/2/9 0:37:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,73,Bearing,ID0997,D,11,0,0,
Case 6,2012/2/9 0:00:00,2012/2/9 1:15:00,Flat Grinding - Machine 11,Machine 11 - Grinding,73,Bearing,ID4882,D,0,0,0,
Case 6,2012/2/9 7:14:00,2012/2/9 7:23:00,Turning & Milling Q.C.,Quality Check 1,73,Bearing,ID4618,D,73,0,0,
Case 6,2012/2/10 8:31:00,2012/2/10 9:16:00,Flat Grinding - Machine 11,Machine 11 - Grinding,73,Bearing,ID4882,D,73,0,0,
Case 6,2012/2/12 9:39:00,2012/2/12 10:26:00,Laser Marking - Machine 7,Machine 7- Laser Marking,73,Bearing,ID0998,D,72,0,0,
Case 6,2012/2/13 16:40:00,2012/2/13 16:41:00,Final Inspection Q.C.,Quality Check 1,73,Bearing,ID4618,D,72,0,0,
Case 6,2012/2/14 0:00:00,2012/2/14 1:00:00,Packing,Packing,73,Bearing,ID4820,D,55,0,0,
Case 6,2012/2/14 0:00:00,2012/2/14 1:00:00,Packing,Packing,73,Bearing,ID4820,D,17,0,0,
Case 6,2012/2/27 0:00:00,2012/2/27 1:15:00,Laser Marking - Machine 7,Machine 7- Laser Marking,73,Bearing,ID0998,D,0,1,0,
Case 60,2012/3/15 22:23:00,2012/3/16 0:10:00,Turning - Machine 8,Machine 8 - Turning & Milling,15,Assembly 1,ID4219,S,0,0,0,
Case 60,2012/3/16 7:00:00,2012/3/16 7:20:00,Lapping - Machine 1,Machine 1 - Lapping,15,Assembly 1,ID0998,D,15,0,0,
Case 60,2012/3/16 9:53:00,2012/3/16 12:30:00,Turning - Machine 8,Machine 8 - Turning & Milling,15,Assembly 1,ID0997,S,0,0,0,
Case 60,2012/3/18 7:00:00,2012/3/18 8:00:00,Turning Q.C.,Quality Check 1,15,Assembly 1,ID4287,S,0,0,0,
Case 60,2012/3/18 7:01:00,2012/3/18 8:39:00,Turning - Machine 8,Machine 8 - Turning & Milling,15,Assembly 1,ID4219,B,0,0,0,
Case 60,2012/3/18 16:51:00,2012/3/18 23:30:00,Turning - Machine 8,Machine 8 - Turning & Milling,15,Assembly 1,ID0997,S,15,0,0,
Case 60,2012/3/19 17:00:00,2012/3/19 17:58:00,Turning Q.C.,Quality Check 1,15,Assembly 1,ID4287,D,0,0,0,
Case 60,2012/3/20 7:14:00,2012/3/20 8:00:00,Turning Q.C.,Quality Check 1,15,Assembly 1,ID4287,D,15,0,0,
Case 60,2012/3/20 11:59:00,2012/3/20 12:35:00,Lapping - Machine 1,Machine 1 - Lapping,15,Assembly 1,ID0998,D,15,0,0,
Case 60,2012/3/20 12:36:00,2012/3/20 12:47:00,Laser Marking - Machine 7,Machine 7- Laser Marking,15,Assembly 1,ID4882,D,15,0,0,
Case 60,2012/3/20 13:30:00,2012/3/20 14:30:00,Final Inspection Q.C.,Quality Check 1,15,Assembly 1,ID4287,D,0,0,0,
Case 60,2012/3/20 17:04:00,2012/3/20 17:05:00,Final Inspection Q.C.,Quality Check 1,15,Assembly 1,ID4287,D,15,0,0,
Case 60,2012/3/21 0:00:00,2012/3/21 1:00:00,Packing,Packing,15,Assembly 1,ID4820,D,15,0,0,
Case 61,2012/2/16 11:47:00,2012/2/16 16:27:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID3846,S,1,0,0,
Case 61,2012/2/16 15:27:00,2012/2/16 16:05:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID3846,B,0,0,0,
Case 61,2012/2/16 16:28:00,2012/2/16 17:30:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID3846,D,3,0,0,
Case 61,2012/2/16 21:15:00,2012/2/17 6:46:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID4932,D,27,0,0,
Case 61,2012/2/17 7:05:00,2012/2/17 10:31:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID3846,D,9,0,0,
Case 61,2012/2/17 10:00:00,2012/2/17 11:49:00,Turning & Milling Q.C.,Quality Check 1,40,Socket,ID4287,S,0,0,0,
Case 61,2012/2/19 2:45:00,2012/2/19 6:50:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID4641,S,0,0,0,
Case 61,2012/2/19 9:03:00,2012/2/19 10:53:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID3846,S,1,0,0,
Case 61,2012/2/19 10:30:00,2012/2/19 11:30:00,Turning & Milling Q.C.,Quality Check 1,40,Socket,ID4287,D,0,0,0,
Case 61,2012/2/19 10:54:00,2012/2/19 12:24:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID3846,S,1,0,0,
Case 61,2012/2/19 12:46:00,2012/2/19 15:14:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID3846,D,7,0,0,
Case 61,2012/2/19 20:05:00,2012/2/20 0:34:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID4641,D,12,0,0,
Case 61,2012/2/20 7:00:00,2012/2/20 15:27:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID3846,D,19,0,0,
Case 61,2012/2/20 13:48:00,2012/2/20 16:49:00,Turning & Milling Q.C.,Quality Check 1,40,Socket,ID4493,D,39,0,0,
Case 61,2012/2/20 16:52:00,2012/2/20 16:55:00,Turning & Milling Q.C.,Quality Check 1,40,Socket,ID4493,D,0,0,0,
Case 61,2012/2/20 16:54:00,2012/2/20 18:09:00,Turning & Milling Q.C.,Quality Check 1,40,Socket,ID4493,D,0,1,0,
Case 61,2012/2/20 16:54:00,2012/2/20 16:54:00,Stress Relief,Oven,40,Socket,ID3998,D,39,0,0,
Case 61,2012/3/14 13:36:00,2012/3/15 7:17:00,Turning - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID3846,S,0,0,0,
Case 61,2012/3/15 7:18:00,2012/3/15 8:21:00,Turning - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID3846,S,0,0,0,
Case 61,2012/3/18 9:15:00,2012/3/18 15:05:00,Turning - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID3846,S,1,0,0,
Case 61,2012/3/18 15:00:00,2012/3/18 16:07:00,Turning Q.C.,Quality Check 1,40,Socket,ID4287,S,0,0,0,
Case 61,2012/3/18 15:06:00,2012/3/18 18:00:00,Turning - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID3846,D,6,0,0,Y
Case 61,2012/3/19 0:19:00,2012/3/19 6:57:00,Turning - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID4641,D,17,0,0,Y
Case 61,2012/3/19 7:12:00,2012/3/19 14:57:00,Turning - Machine 9,Machine 9 - Turning & Milling,40,Socket,ID3846,D,15,0,0,Y
Case 61,2012/3/20 8:00:00,2012/3/20 10:00:00,Turning Q.C.,Quality Check 1,40,Socket,ID4287,D,39,0,0,
Case 61,2012/3/29 0:00:00,2012/3/29 1:15:00,Laser Marking - Machine 7,Machine 7- Laser Marking,40,Socket,ID4882,D,0,0,0,
Case 61,2012/3/29 13:50:00,2012/3/29 14:51:00,Laser Marking - Machine 7,Machine 7- Laser Marking,40,Socket,ID0998,D,39,0,0,
Case 62,2012/2/19 13:27:00,2012/2/19 16:03:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,9,Ballnut,ID4219,S,0,0,0,
Case 62,2012/2/19 16:04:00,2012/2/20 6:41:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,9,Ballnut,ID4219,B,0,0,0,
Case 62,2012/2/20 6:42:00,2012/2/20 12:59:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,9,Ballnut,ID4219,S,1,0,0,
Case 62,2012/2/20 13:00:00,2012/2/20 15:35:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,9,Ballnut,ID4219,B,0,0,0,
Case 62,2012/2/20 15:36:00,2012/2/20 17:07:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,9,Ballnut,ID4219,D,8,0,0,
Case 62,2012/2/21 12:09:00,2012/2/21 12:51:00,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,9,Ballnut,ID4219,D,9,0,0,
Case 62,2012/2/22 15:11:00,2012/2/22 15:47:00,Turning & Milling Q.C.,Quality Check 1,9,Ballnut,ID4618,D,9,0,0,
Case 62,2012/3/7 11:28:00,2012/3/7 15:09:00,Turning & Milling Q.C.,Quality Check 1,9,Ballnut,ID4618,D,0,0,0,
Case 62,2012/3/11 11:04:00,2012/3/11 12:19:00,Laser Marking - Machine 7,Machine 7- Laser Marking,9,Ballnut,ID0998,D,9,0,0,
