Case ID,Complete Timestamp,Complete Timestamp,Activity,Resource,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 4133,2011/12/22 14:37:00,2011/12/22 14:37:00,Take in charge ticket,Value 9,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4133,2011/12/22 15:26:00,2011/12/22 15:26:00,Resolve ticket,Value 9,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4133,2012/1/19 8:24:00,2012/1/19 8:24:00,Closed,Value 5,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4134,2011/6/30 10:08:00,2011/6/30 10:08:00,Assign seriousness,Value 8,Value 1,Value 18,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4134,2011/6/30 10:09:00,2011/6/30 10:09:00,Assign seriousness,Value 8,Value 1,Value 18,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4134,2011/6/30 10:14:00,2011/6/30 10:14:00,Take in charge ticket,Value 9,Value 1,Value 18,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4134,2011/6/30 10:35:00,2011/6/30 10:35:00,Resolve ticket,Value 9,Value 1,Value 18,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4134,2011/8/2 10:11:00,2011/8/2 10:11:00,Closed,Value 5,Value 1,Value 18,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4135,2012/1/18 11:43:00,2012/1/18 11:43:00,Assign seriousness,Value 1,Value 1,Value 180,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4135,2012/1/18 11:43:00,2012/1/18 11:43:00,Take in charge ticket,Value 1,Value 1,Value 180,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4135,2012/1/20 11:37:00,2012/1/20 11:37:00,Resolve ticket,Value 13,Value 1,Value 180,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4135,2012/2/18 11:50:00,2012/2/18 11:50:00,Closed,Value 5,Value 1,Value 180,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4136,2012/1/24 15:06:00,2012/1/24 15:06:00,Assign seriousness,Value 6,Value 1,Value 45,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 4136,2012/1/24 16:45:00,2012/1/24 16:45:00,Take in charge ticket,Value 6,Value 1,Value 45,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 4136,2012/1/30 9:02:00,2012/1/30 9:02:00,Resolve ticket,Value 6,Value 1,Value 45,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 4136,2012/3/23 15:10:00,2012/3/23 15:10:00,Closed,Value 5,Value 1,Value 45,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 4137,2011/8/23 7:58:00,2011/8/23 7:58:00,Assign seriousness,Value 13,Value 1,Value 58,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 4137,2011/8/23 12:15:00,2011/8/23 12:15:00,Assign seriousness,Value 7,Value 1,Value 58,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 4137,2011/8/23 12:19:00,2011/8/23 12:19:00,Take in charge ticket,Value 7,Value 1,Value 58,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 4137,2011/8/23 12:20:00,2011/8/23 12:20:00,Resolve ticket,Value 7,Value 1,Value 58,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 4137,2011/9/25 8:00:00,2011/9/25 8:00:00,Closed,Value 5,Value 1,Value 58,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 4138,2010/9/23 14:09:00,2010/9/23 14:09:00,Assign seriousness,Value 9,Value 1,Value 66,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4138,2010/9/23 14:09:00,2010/9/23 14:09:00,Take in charge ticket,Value 9,Value 1,Value 66,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4138,2010/9/23 14:11:00,2010/9/23 14:11:00,Resolve ticket,Value 9,Value 1,Value 66,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4138,2010/10/26 14:10:00,2010/10/26 14:10:00,Closed,Value 5,Value 1,Value 66,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4139,2011/9/30 15:14:00,2011/9/30 15:14:00,Assign seriousness,Value 1,Value 1,Value 361,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4139,2011/10/4 13:10:00,2011/10/4 13:10:00,Resolve ticket,Value 2,Value 1,Value 361,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4139,2011/11/2 16:20:00,2011/11/2 16:20:00,Closed,Value 5,Value 1,Value 361,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4140,2011/1/27 14:49:00,2011/1/27 14:49:00,Assign seriousness,Value 8,Value 1,Value 18,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4140,2011/1/27 15:12:00,2011/1/27 15:12:00,Take in charge ticket,Value 8,Value 1,Value 18,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4140,2011/1/27 15:12:00,2011/1/27 15:12:00,Resolve ticket,Value 8,Value 1,Value 18,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4140,2011/3/1 14:50:00,2011/3/1 14:50:00,Closed,Value 5,Value 1,Value 18,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4141,2010/12/23 16:39:00,2010/12/23 16:39:00,Assign seriousness,Value 8,Value 1,Value 37,Value 2,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 4141,2010/12/27 14:45:00,2010/12/27 14:45:00,Take in charge ticket,Value 2,Value 1,Value 37,Value 2,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 4141,2011/1/11 11:10:00,2011/1/11 11:10:00,Resolve ticket,Value 2,Value 1,Value 37,Value 2,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 4141,2011/2/10 11:10:00,2011/2/10 11:10:00,Closed,Value 5,Value 1,Value 37,Value 2,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 4142,2012/6/27 8:07:00,2012/6/27 8:07:00,Assign seriousness,Value 1,Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 4142,2012/6/28 7:31:00,2012/6/28 7:31:00,Take in charge ticket,Value 1,Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 4142,2012/7/2 7:03:00,2012/7/2 7:03:00,Wait,Value 1,Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 4142,2012/7/11 10:24:00,2012/7/11 10:24:00,Resolve ticket,Value 2,Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 4142,2012/8/10 12:30:00,2012/8/10 12:30:00,Closed,Value 5,Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 4143,2010/4/12 12:55:00,2010/4/12 12:55:00,Insert ticket,Value 11,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 4143,2010/4/12 12:56:00,2010/4/12 12:56:00,Assign seriousness,Value 11,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 4143,2010/4/12 12:56:00,2010/4/12 12:56:00,Take in charge ticket,Value 11,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 4143,2010/4/12 13:00:00,2010/4/12 13:00:00,Resolve ticket,Value 11,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 4143,2010/5/13 13:01:00,2010/5/13 13:01:00,Closed,Value 5,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 4144,2011/10/11 13:29:00,2011/10/11 13:29:00,Assign seriousness,Value 1,Value 1,Value 96,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 4144,2011/10/17 13:33:00,2011/10/17 13:33:00,Take in charge ticket,Value 6,Value 1,Value 96,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 4144,2011/10/21 13:53:00,2011/10/21 13:53:00,Resolve ticket,Value 6,Value 1,Value 96,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 4144,2011/11/11 14:30:00,2011/11/11 14:30:00,Closed,Value 5,Value 1,Value 96,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 4145,2013/1/9 14:12:00,2013/1/9 14:12:00,Assign seriousness,Value 13,Value 1,Value 146,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 4145,2013/1/22 9:13:00,2013/1/22 9:13:00,Take in charge ticket,Value 2,Value 1,Value 146,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 4145,2013/2/4 15:22:00,2013/2/4 15:22:00,Resolve ticket,Value 2,Value 1,Value 146,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 4145,2013/2/19 15:22:00,2013/2/19 15:22:00,Closed,Value 3,Value 1,Value 146,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 4146,2011/1/3 14:26:00,2011/1/3 14:26:00,Assign seriousness,Value 8,Value 1,Value 108,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4146,2011/1/3 15:52:00,2011/1/3 15:52:00,Take in charge ticket,Value 8,Value 1,Value 108,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4146,2011/1/3 15:53:00,2011/1/3 15:53:00,Resolve ticket,Value 8,Value 1,Value 108,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4146,2011/2/16 14:30:00,2011/2/16 14:30:00,Closed,Value 5,Value 1,Value 108,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4147,2013/1/21 15:07:00,2013/1/21 15:07:00,Assign seriousness,Value 13,Value 1,Value 12,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4147,2013/2/6 17:07:00,2013/2/6 17:07:00,Take in charge ticket,Value 2,Value 1,Value 12,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4147,2013/2/26 13:59:00,2013/2/26 13:59:00,Wait,Value 2,Value 1,Value 12,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4147,2013/2/27 10:15:00,2013/2/27 10:15:00,Resolve ticket,Value 2,Value 1,Value 12,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4147,2013/3/14 10:15:00,2013/3/14 10:15:00,Closed,Value 3,Value 1,Value 12,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4148,2011/7/28 7:30:00,2011/7/28 7:30:00,Assign seriousness,Value 2,Value 1,Value 110,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 4148,2011/7/29 7:43:00,2011/7/29 7:43:00,Take in charge ticket,Value 13,Value 1,Value 110,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 4148,2011/7/29 9:02:00,2011/7/29 9:02:00,Resolve ticket,Value 13,Value 1,Value 110,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 4148,2011/8/9 7:30:00,2011/8/9 7:30:00,Take in charge ticket,Value 12,Value 1,Value 110,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 4148,2011/8/25 14:35:00,2011/8/25 14:35:00,Resolve ticket,Value 9,Value 1,Value 110,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 4148,2011/9/9 14:35:00,2011/9/9 14:35:00,Closed,Value 5,Value 1,Value 110,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 4149,2013/11/4 14:57:00,2013/11/4 14:57:00,Assign seriousness,Value 18,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4149,2013/11/7 11:25:00,2013/11/7 11:25:00,Take in charge ticket,Value 9,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4149,2013/11/20 13:19:00,2013/11/20 13:19:00,Wait,Value 9,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4149,2013/12/13 14:40:00,2013/12/13 14:40:00,Resolve ticket,Value 9,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4149,2013/12/28 14:40:00,2013/12/28 14:40:00,Closed,Value 3,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4150,2010/6/16 13:27:00,2010/6/16 13:27:00,Assign seriousness,Value 15,Value 1,Value 73,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1
Case 4150,2010/6/21 9:53:00,2010/6/21 9:53:00,Wait,Value 12,Value 1,Value 73,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1
Case 4150,2010/6/23 15:00:00,2010/6/23 15:00:00,Take in charge ticket,Value 2,Value 1,Value 73,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1
Case 4150,2010/7/2 14:06:00,2010/7/2 14:06:00,Resolve ticket,Value 9,Value 1,Value 73,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1
Case 4150,2010/7/17 14:06:00,2010/7/17 14:06:00,Closed,Value 5,Value 1,Value 73,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1
Case 4151,2012/6/27 7:38:00,2012/6/27 7:38:00,Assign seriousness,Value 1,Value 1,Value 251,Value 5,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4151,2012/6/27 7:44:00,2012/6/27 7:44:00,Take in charge ticket,Value 1,Value 1,Value 251,Value 5,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4151,2012/7/12 9:30:00,2012/7/12 9:30:00,Resolve ticket,Value 2,Value 1,Value 251,Value 5,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4151,2012/8/11 9:30:00,2012/8/11 9:30:00,Closed,Value 5,Value 1,Value 251,Value 5,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4152,2011/6/21 7:42:00,2011/6/21 7:42:00,Assign seriousness,Value 8,Value 1,Value 317,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4152,2011/6/21 7:42:00,2011/6/21 7:42:00,Assign seriousness,Value 8,Value 1,Value 317,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4152,2011/6/23 10:48:00,2011/6/23 10:48:00,Take in charge ticket,Value 13,Value 1,Value 317,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4152,2011/6/28 13:59:00,2011/6/28 13:59:00,Resolve ticket,Value 13,Value 1,Value 317,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4152,2011/7/22 7:50:00,2011/7/22 7:50:00,Closed,Value 5,Value 1,Value 317,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4153,2011/11/4 9:17:00,2011/11/4 9:17:00,Assign seriousness,Value 1,Value 1,Value 78,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4153,2011/11/4 13:29:00,2011/11/4 13:29:00,Take in charge ticket,Value 9,Value 1,Value 78,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4153,2011/11/4 16:07:00,2011/11/4 16:07:00,Wait,Value 9,Value 1,Value 78,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4153,2011/11/9 9:49:00,2011/11/9 9:49:00,Take in charge ticket,Value 4,Value 1,Value 78,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4153,2011/11/9 13:46:00,2011/11/9 13:46:00,Resolve ticket,Value 4,Value 1,Value 78,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4153,2011/12/9 12:00:00,2011/12/9 12:00:00,Closed,Value 5,Value 1,Value 78,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4154,2012/10/10 15:33:00,2012/10/10 15:33:00,Assign seriousness,Value 2,Value 1,Value 41,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 4154,2012/11/2 10:53:00,2012/11/2 10:53:00,Take in charge ticket,Value 2,Value 1,Value 41,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 4154,2012/11/13 11:59:00,2012/11/13 11:59:00,Resolve ticket,Value 2,Value 1,Value 41,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 4154,2012/11/28 11:59:00,2012/11/28 11:59:00,Closed,Value 3,Value 1,Value 41,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 4155,2012/5/4 7:07:00,2012/5/4 7:07:00,Assign seriousness,Value 1,Value 1,Value 158,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 4155,2012/5/9 8:24:00,2012/5/9 8:24:00,Take in charge ticket,Value 2,Value 1,Value 158,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 4155,2012/5/9 10:43:00,2012/5/9 10:43:00,Wait,Value 2,Value 1,Value 158,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 4155,2012/5/14 15:24:00,2012/5/14 15:24:00,Resolve ticket,Value 2,Value 1,Value 158,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 4155,2012/6/16 10:50:00,2012/6/16 10:50:00,Closed,Value 5,Value 1,Value 158,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 4156,2013/2/19 13:13:00,2013/2/19 13:13:00,Assign seriousness,Value 1,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4156,2013/3/7 12:00:00,2013/3/7 12:00:00,Take in charge ticket,Value 2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4156,2013/3/7 12:12:00,2013/3/7 12:12:00,Wait,Value 9,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4156,2013/3/13 14:25:00,2013/3/13 14:25:00,Resolve ticket,Value 9,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4156,2013/3/28 14:25:00,2013/3/28 14:25:00,Closed,Value 3,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4157,2010/11/11 9:09:00,2010/11/11 9:09:00,Assign seriousness,Value 2,Value 1,Value 166,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 4157,2010/11/17 9:33:00,2010/11/17 9:33:00,Take in charge ticket,Value 12,Value 1,Value 166,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 4157,2010/11/17 9:34:00,2010/11/17 9:34:00,Wait,Value 12,Value 1,Value 166,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 4157,2010/11/23 9:12:00,2010/11/23 9:12:00,Take in charge ticket,Value 12,Value 1,Value 166,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 4157,2010/11/23 9:13:00,2010/11/23 9:13:00,Resolve ticket,Value 12,Value 1,Value 166,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 4157,2010/12/25 9:10:00,2010/12/25 9:10:00,Closed,Value 5,Value 1,Value 166,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 4158,2012/1/16 14:39:00,2012/1/16 14:39:00,Assign seriousness,Value 1,Value 1,Value 28,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 4158,2012/1/16 15:04:00,2012/1/16 15:04:00,Take in charge ticket,Value 4,Value 1,Value 28,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 4158,2012/1/16 16:03:00,2012/1/16 16:03:00,Resolve ticket,Value 4,Value 1,Value 28,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 4158,2012/2/22 14:40:00,2012/2/22 14:40:00,Closed,Value 5,Value 1,Value 28,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 4159,2012/3/28 14:40:00,2012/3/28 14:40:00,Assign seriousness,Value 1,Value 1,Value 9,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4159,2012/4/3 7:32:00,2012/4/3 7:32:00,Take in charge ticket,Value 13,Value 1,Value 9,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4159,2012/4/10 13:40:00,2012/4/10 13:40:00,Resolve ticket,Value 13,Value 1,Value 9,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4159,2012/5/13 14:50:00,2012/5/13 14:50:00,Closed,Value 5,Value 1,Value 9,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4160,2013/1/7 15:01:00,2013/1/7 15:01:00,Assign seriousness,Value 13,Value 1,Value 37,Value 6,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 4160,2013/1/8 8:06:00,2013/1/8 8:06:00,Take in charge ticket,Value 13,Value 1,Value 37,Value 6,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 4160,2013/1/28 11:05:00,2013/1/28 11:05:00,Resolve ticket,Value 13,Value 1,Value 37,Value 6,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 4160,2013/2/12 11:05:00,2013/2/12 11:05:00,Closed,Value 3,Value 1,Value 37,Value 6,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 4161,2013/6/11 10:31:00,2013/6/11 10:31:00,Assign seriousness,Value 14,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4161,2013/6/24 7:40:00,2013/6/24 7:40:00,Take in charge ticket,Value 2,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4161,2013/6/27 9:26:00,2013/6/27 9:26:00,Resolve ticket,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4161,2013/7/12 9:26:00,2013/7/12 9:26:00,Closed,Value 3,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4162,2012/8/13 7:11:00,2012/8/13 7:11:00,Assign seriousness,Value 4,Value 1,Value 72,Value 1,Value 1,Value 4,Value 1,Value 1,Value 1,Value 1
Case 4162,2012/8/13 7:11:00,2012/8/13 7:11:00,Take in charge ticket,Value 4,Value 1,Value 72,Value 1,Value 1,Value 4,Value 1,Value 1,Value 1,Value 1
Case 4162,2012/8/13 8:58:00,2012/8/13 8:58:00,Resolve ticket,Value 4,Value 1,Value 72,Value 1,Value 1,Value 4,Value 1,Value 1,Value 1,Value 1
Case 4162,2012/9/13 7:20:00,2012/9/13 7:20:00,Closed,Value 5,Value 1,Value 72,Value 1,Value 1,Value 4,Value 1,Value 1,Value 1,Value 1
Case 4163,2011/3/4 13:45:00,2011/3/4 13:45:00,Assign seriousness,Value 2,Value 1,Value 83,Value 3,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 4163,2011/3/4 13:45:00,2011/3/4 13:45:00,Take in charge ticket,Value 2,Value 1,Value 83,Value 3,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 4163,2011/3/4 14:06:00,2011/3/4 14:06:00,Resolve ticket,Value 2,Value 1,Value 83,Value 3,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 4163,2011/4/8 12:50:00,2011/4/8 12:50:00,Closed,Value 5,Value 1,Value 83,Value 3,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 4164,2011/5/10 13:52:00,2011/5/10 13:52:00,Assign seriousness,Value 8,Value 1,Value 58,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4164,2011/5/10 13:52:00,2011/5/10 13:52:00,Take in charge ticket,Value 8,Value 1,Value 58,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4164,2011/5/10 15:15:00,2011/5/10 15:15:00,Wait,Value 9,Value 1,Value 58,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4164,2011/5/11 10:53:00,2011/5/11 10:53:00,Take in charge ticket,Value 2,Value 1,Value 58,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4164,2011/5/11 10:54:00,2011/5/11 10:54:00,Resolve ticket,Value 2,Value 1,Value 58,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4164,2011/6/10 10:54:00,2011/6/10 10:54:00,Closed,Value 5,Value 1,Value 58,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4165,2013/2/26 16:36:00,2013/2/26 16:36:00,Assign seriousness,Value 1,Value 1,Value 150,Value 6,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 4165,2013/3/11 16:14:00,2013/3/11 16:14:00,Assign seriousness,Value 9,Value 1,Value 150,Value 6,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 4165,2013/3/11 16:15:00,2013/3/11 16:15:00,Take in charge ticket,Value 2,Value 1,Value 150,Value 6,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 4165,2013/3/13 15:26:00,2013/3/13 15:26:00,Wait,Value 9,Value 1,Value 150,Value 6,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 4165,2013/3/21 9:25:00,2013/3/21 9:25:00,Resolve ticket,Value 9,Value 1,Value 150,Value 6,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 4165,2013/4/5 8:25:00,2013/4/5 8:25:00,Closed,Value 3,Value 1,Value 150,Value 6,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 4166,2012/4/3 11:00:00,2012/4/3 11:00:00,Assign seriousness,Value 13,Value 1,Value 393,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4166,2012/4/3 15:29:00,2012/4/3 15:29:00,Take in charge ticket,Value 13,Value 1,Value 393,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4166,2012/4/13 12:19:00,2012/4/13 12:19:00,Wait,Value 13,Value 1,Value 393,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4166,2012/4/17 9:59:00,2012/4/17 9:59:00,Resolve ticket,Value 13,Value 1,Value 393,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4166,2012/5/23 9:40:00,2012/5/23 9:40:00,Closed,Value 5,Value 1,Value 393,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4167,2010/9/30 15:24:00,2010/9/30 15:24:00,Assign seriousness,Value 9,Value 1,Value 58,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
